Training: 2025-11-30 20:06:15,001-rank_id: 0
Training: 2025-12-01 11:11:11,224-Speed 1101.36 samples/sec   Loss 1.1228 target_logit_mean -0.0001 lma 0.6919  cos_theta_tmp 0.8132  Epoch: 9   Global Step: 147150   Required: 25 hours
Training: 2025-12-01 11:11:28,658-Speed 1101.31 samples/sec   Loss 1.0955 target_logit_mean 0.0006 lma 0.6811  cos_theta_tmp 0.8137  Epoch: 9   Global Step: 147200   Required: 25 hours
Training: 2025-12-01 11:11:46,089-Speed 1101.55 samples/sec   Loss 1.1134 target_logit_mean 0.0002 lma 0.7006  cos_theta_tmp 0.8172  Epoch: 9   Global Step: 147250   Required: 25 hours
Training: 2025-12-01 11:12:03,523-Speed 1101.37 samples/sec   Loss 1.1165 target_logit_mean 0.0023 lma 0.6993  cos_theta_tmp 0.8193  Epoch: 9   Global Step: 147300   Required: 25 hours
Training: 2025-12-01 11:12:20,948-Speed 1101.88 samples/sec   Loss 1.1361 target_logit_mean 0.0008 lma 0.6999  cos_theta_tmp 0.8149  Epoch: 9   Global Step: 147350   Required: 25 hours
Training: 2025-12-01 11:12:38,386-Speed 1101.10 samples/sec   Loss 1.1379 target_logit_mean 0.0007 lma 0.6831  cos_theta_tmp 0.8167  Epoch: 9   Global Step: 147400   Required: 25 hours
Training: 2025-12-01 11:12:55,824-Speed 1101.06 samples/sec   Loss 1.1159 target_logit_mean -0.0002 lma 0.6836  cos_theta_tmp 0.8187  Epoch: 9   Global Step: 147450   Required: 25 hours
Training: 2025-12-01 11:13:13,259-Speed 1101.30 samples/sec   Loss 1.1173 target_logit_mean 0.0021 lma 0.6964  cos_theta_tmp 0.8191  Epoch: 9   Global Step: 147500   Required: 25 hours
Training: 2025-12-01 11:13:30,692-Speed 1101.39 samples/sec   Loss 1.1349 target_logit_mean 0.0000 lma 0.6912  cos_theta_tmp 0.8168  Epoch: 9   Global Step: 147550   Required: 25 hours
Training: 2025-12-01 11:13:48,126-Speed 1101.34 samples/sec   Loss 1.1348 target_logit_mean 0.0019 lma 0.6866  cos_theta_tmp 0.8211  Epoch: 9   Global Step: 147600   Required: 25 hours
Training: 2025-12-01 11:14:05,567-Speed 1100.89 samples/sec   Loss 1.1403 target_logit_mean -0.0025 lma 0.6739  cos_theta_tmp 0.8158  Epoch: 9   Global Step: 147650   Required: 25 hours
Training: 2025-12-01 11:14:23,008-Speed 1100.90 samples/sec   Loss 1.1477 target_logit_mean -0.0027 lma 0.6935  cos_theta_tmp 0.8138  Epoch: 9   Global Step: 147700   Required: 25 hours
Training: 2025-12-01 11:14:40,443-Speed 1101.28 samples/sec   Loss 1.1416 target_logit_mean 0.0017 lma 0.6853  cos_theta_tmp 0.8144  Epoch: 9   Global Step: 147750   Required: 25 hours
Training: 2025-12-01 11:14:57,882-Speed 1100.99 samples/sec   Loss 1.1522 target_logit_mean 0.0009 lma 0.6952  cos_theta_tmp 0.8152  Epoch: 9   Global Step: 147800   Required: 25 hours
Training: 2025-12-01 11:15:15,319-Speed 1101.13 samples/sec   Loss 1.1364 target_logit_mean 0.0001 lma 0.6782  cos_theta_tmp 0.8176  Epoch: 9   Global Step: 147850   Required: 25 hours
Training: 2025-12-01 11:15:32,755-Speed 1101.25 samples/sec   Loss 1.1574 target_logit_mean -0.0001 lma 0.6912  cos_theta_tmp 0.8131  Epoch: 9   Global Step: 147900   Required: 25 hours
Training: 2025-12-01 11:15:50,188-Speed 1101.36 samples/sec   Loss 1.1570 target_logit_mean -0.0023 lma 0.6953  cos_theta_tmp 0.8172  Epoch: 9   Global Step: 147950   Required: 25 hours
Training: 2025-12-01 11:16:07,620-Speed 1101.52 samples/sec   Loss 1.1643 target_logit_mean 0.0009 lma 0.6988  cos_theta_tmp 0.8162  Epoch: 9   Global Step: 148000   Required: 25 hours
Training: 2025-12-01 11:16:25,055-Speed 1101.27 samples/sec   Loss 1.1598 target_logit_mean -0.0009 lma 0.6916  cos_theta_tmp 0.8192  Epoch: 9   Global Step: 148050   Required: 25 hours
Training: 2025-12-01 11:16:42,494-Speed 1101.03 samples/sec   Loss 1.1303 target_logit_mean 0.0023 lma 0.6869  cos_theta_tmp 0.8158  Epoch: 9   Global Step: 148100   Required: 25 hours
Training: 2025-12-01 11:16:59,927-Speed 1101.36 samples/sec   Loss 1.1450 target_logit_mean -0.0009 lma 0.6867  cos_theta_tmp 0.8134  Epoch: 9   Global Step: 148150   Required: 25 hours
Training: 2025-12-01 11:17:17,362-Speed 1101.29 samples/sec   Loss 1.1528 target_logit_mean -0.0036 lma 0.6815  cos_theta_tmp 0.8118  Epoch: 9   Global Step: 148200   Required: 25 hours
Training: 2025-12-01 11:17:34,794-Speed 1101.44 samples/sec   Loss 1.1452 target_logit_mean 0.0021 lma 0.6970  cos_theta_tmp 0.8164  Epoch: 9   Global Step: 148250   Required: 25 hours
Training: 2025-12-01 11:17:52,230-Speed 1101.20 samples/sec   Loss 1.1103 target_logit_mean -0.0015 lma 0.6817  cos_theta_tmp 0.8132  Epoch: 9   Global Step: 148300   Required: 25 hours
Training: 2025-12-01 11:18:09,667-Speed 1101.17 samples/sec   Loss 1.1201 target_logit_mean 0.0009 lma 0.6932  cos_theta_tmp 0.8175  Epoch: 9   Global Step: 148350   Required: 25 hours
Training: 2025-12-01 11:18:27,103-Speed 1101.22 samples/sec   Loss 1.1447 target_logit_mean 0.0006 lma 0.6893  cos_theta_tmp 0.8178  Epoch: 9   Global Step: 148400   Required: 25 hours
Training: 2025-12-01 11:18:44,535-Speed 1101.49 samples/sec   Loss 1.1307 target_logit_mean 0.0014 lma 0.7081  cos_theta_tmp 0.8212  Epoch: 9   Global Step: 148450   Required: 25 hours
Training: 2025-12-01 11:19:01,973-Speed 1101.10 samples/sec   Loss 1.1094 target_logit_mean -0.0038 lma 0.6720  cos_theta_tmp 0.8120  Epoch: 9   Global Step: 148500   Required: 25 hours
Training: 2025-12-01 11:19:19,405-Speed 1101.42 samples/sec   Loss 1.1013 target_logit_mean 0.0013 lma 0.6848  cos_theta_tmp 0.8114  Epoch: 9   Global Step: 148550   Required: 25 hours
Training: 2025-12-01 11:19:36,847-Speed 1100.86 samples/sec   Loss 1.1377 target_logit_mean -0.0008 lma 0.6911  cos_theta_tmp 0.8139  Epoch: 9   Global Step: 148600   Required: 25 hours
Training: 2025-12-01 11:19:54,283-Speed 1101.21 samples/sec   Loss 1.1108 target_logit_mean -0.0012 lma 0.6904  cos_theta_tmp 0.8170  Epoch: 9   Global Step: 148650   Required: 25 hours
Training: 2025-12-01 11:20:11,716-Speed 1101.36 samples/sec   Loss 1.0993 target_logit_mean 0.0008 lma 0.7015  cos_theta_tmp 0.8177  Epoch: 9   Global Step: 148700   Required: 25 hours
Training: 2025-12-01 11:20:29,152-Speed 1101.24 samples/sec   Loss 1.1726 target_logit_mean 0.0006 lma 0.6936  cos_theta_tmp 0.8175  Epoch: 9   Global Step: 148750   Required: 25 hours
Training: 2025-12-01 11:20:46,590-Speed 1101.03 samples/sec   Loss 1.1436 target_logit_mean 0.0021 lma 0.6888  cos_theta_tmp 0.8170  Epoch: 9   Global Step: 148800   Required: 25 hours
Training: 2025-12-01 11:21:04,027-Speed 1101.16 samples/sec   Loss 1.1392 target_logit_mean 0.0006 lma 0.6933  cos_theta_tmp 0.8135  Epoch: 9   Global Step: 148850   Required: 25 hours
Training: 2025-12-01 11:21:21,461-Speed 1101.36 samples/sec   Loss 1.1318 target_logit_mean -0.0010 lma 0.6867  cos_theta_tmp 0.8163  Epoch: 9   Global Step: 148900   Required: 25 hours
Training: 2025-12-01 11:21:38,899-Speed 1101.04 samples/sec   Loss 1.1382 target_logit_mean -0.0011 lma 0.6953  cos_theta_tmp 0.8159  Epoch: 9   Global Step: 148950   Required: 25 hours
Training: 2025-12-01 11:21:56,335-Speed 1101.26 samples/sec   Loss 1.1495 target_logit_mean 0.0009 lma 0.6874  cos_theta_tmp 0.8158  Epoch: 9   Global Step: 149000   Required: 25 hours
Training: 2025-12-01 11:22:13,772-Speed 1101.12 samples/sec   Loss 1.1516 target_logit_mean -0.0013 lma 0.6846  cos_theta_tmp 0.8150  Epoch: 9   Global Step: 149050   Required: 25 hours
Training: 2025-12-01 11:22:31,206-Speed 1101.31 samples/sec   Loss 1.1150 target_logit_mean 0.0006 lma 0.6838  cos_theta_tmp 0.8187  Epoch: 9   Global Step: 149100   Required: 25 hours
Training: 2025-12-01 11:22:48,647-Speed 1100.91 samples/sec   Loss 1.1420 target_logit_mean 0.0025 lma 0.6925  cos_theta_tmp 0.8208  Epoch: 9   Global Step: 149150   Required: 25 hours
Training: 2025-12-01 11:23:06,088-Speed 1100.90 samples/sec   Loss 1.1325 target_logit_mean -0.0026 lma 0.6845  cos_theta_tmp 0.8151  Epoch: 9   Global Step: 149200   Required: 25 hours
Training: 2025-12-01 11:23:23,524-Speed 1101.23 samples/sec   Loss 1.1326 target_logit_mean -0.0008 lma 0.6953  cos_theta_tmp 0.8160  Epoch: 9   Global Step: 149250   Required: 25 hours
Training: 2025-12-01 11:23:40,953-Speed 1101.61 samples/sec   Loss 1.1298 target_logit_mean 0.0004 lma 0.6917  cos_theta_tmp 0.8141  Epoch: 9   Global Step: 149300   Required: 25 hours
Training: 2025-12-01 11:23:58,388-Speed 1101.26 samples/sec   Loss 1.1272 target_logit_mean 0.0025 lma 0.6913  cos_theta_tmp 0.8155  Epoch: 9   Global Step: 149350   Required: 25 hours
Training: 2025-12-01 11:24:15,824-Speed 1101.24 samples/sec   Loss 1.1348 target_logit_mean -0.0001 lma 0.6818  cos_theta_tmp 0.8138  Epoch: 9   Global Step: 149400   Required: 25 hours
Training: 2025-12-01 11:24:33,255-Speed 1101.55 samples/sec   Loss 1.1766 target_logit_mean 0.0015 lma 0.6844  cos_theta_tmp 0.8208  Epoch: 9   Global Step: 149450   Required: 25 hours
Training: 2025-12-01 11:24:50,687-Speed 1101.44 samples/sec   Loss 1.1272 target_logit_mean 0.0002 lma 0.6902  cos_theta_tmp 0.8155  Epoch: 9   Global Step: 149500   Required: 25 hours
Training: 2025-12-01 11:25:08,130-Speed 1101.88 samples/sec   Loss 1.1202 target_logit_mean 0.0008 lma 0.6955  cos_theta_tmp 0.8178  Epoch: 9   Global Step: 149550   Required: 25 hours
Training: 2025-12-01 11:25:25,559-Speed 1101.62 samples/sec   Loss 1.1179 target_logit_mean -0.0005 lma 0.7038  cos_theta_tmp 0.8193  Epoch: 9   Global Step: 149600   Required: 25 hours
Training: 2025-12-01 11:25:42,994-Speed 1101.29 samples/sec   Loss 1.1682 target_logit_mean 0.0008 lma 0.6921  cos_theta_tmp 0.8192  Epoch: 9   Global Step: 149650   Required: 25 hours
Training: 2025-12-01 11:26:00,427-Speed 1101.41 samples/sec   Loss 1.1873 target_logit_mean -0.0042 lma 0.6759  cos_theta_tmp 0.8075  Epoch: 9   Global Step: 149700   Required: 25 hours
Training: 2025-12-01 11:26:17,868-Speed 1100.89 samples/sec   Loss 1.1159 target_logit_mean -0.0023 lma 0.6924  cos_theta_tmp 0.8160  Epoch: 9   Global Step: 149750   Required: 25 hours
Training: 2025-12-01 11:26:35,307-Speed 1101.03 samples/sec   Loss 1.1347 target_logit_mean 0.0004 lma 0.6948  cos_theta_tmp 0.8181  Epoch: 9   Global Step: 149800   Required: 25 hours
Training: 2025-12-01 11:26:52,744-Speed 1101.11 samples/sec   Loss 1.1317 target_logit_mean -0.0001 lma 0.6971  cos_theta_tmp 0.8186  Epoch: 9   Global Step: 149850   Required: 25 hours
Training: 2025-12-01 11:27:10,182-Speed 1101.07 samples/sec   Loss 1.1818 target_logit_mean 0.0005 lma 0.6852  cos_theta_tmp 0.8183  Epoch: 9   Global Step: 149900   Required: 25 hours
Training: 2025-12-01 11:27:27,624-Speed 1100.89 samples/sec   Loss 1.1455 target_logit_mean 0.0004 lma 0.6880  cos_theta_tmp 0.8188  Epoch: 9   Global Step: 149950   Required: 25 hours
Training: 2025-12-01 11:27:45,068-Speed 1100.66 samples/sec   Loss 1.1440 target_logit_mean 0.0011 lma 0.6933  cos_theta_tmp 0.8172  Epoch: 9   Global Step: 150000   Required: 25 hours
Training: 2025-12-01 11:28:02,507-Speed 1101.06 samples/sec   Loss 1.1218 target_logit_mean 0.0038 lma 0.6983  cos_theta_tmp 0.8230  Epoch: 9   Global Step: 150050   Required: 25 hours
Training: 2025-12-01 11:28:19,945-Speed 1101.07 samples/sec   Loss 1.1487 target_logit_mean 0.0001 lma 0.6924  cos_theta_tmp 0.8181  Epoch: 9   Global Step: 150100   Required: 25 hours
Training: 2025-12-01 11:28:37,387-Speed 1100.81 samples/sec   Loss 1.1359 target_logit_mean -0.0018 lma 0.6862  cos_theta_tmp 0.8177  Epoch: 9   Global Step: 150150   Required: 25 hours
Training: 2025-12-01 11:28:54,825-Speed 1101.09 samples/sec   Loss 1.1214 target_logit_mean 0.0006 lma 0.6905  cos_theta_tmp 0.8177  Epoch: 9   Global Step: 150200   Required: 25 hours
Training: 2025-12-01 11:29:12,262-Speed 1101.17 samples/sec   Loss 1.1587 target_logit_mean 0.0009 lma 0.6995  cos_theta_tmp 0.8169  Epoch: 9   Global Step: 150250   Required: 25 hours
Training: 2025-12-01 11:29:29,701-Speed 1101.03 samples/sec   Loss 1.1323 target_logit_mean -0.0000 lma 0.6811  cos_theta_tmp 0.8144  Epoch: 9   Global Step: 150300   Required: 25 hours
Training: 2025-12-01 11:29:47,136-Speed 1101.24 samples/sec   Loss 1.1034 target_logit_mean -0.0004 lma 0.6866  cos_theta_tmp 0.8149  Epoch: 9   Global Step: 150350   Required: 25 hours
Training: 2025-12-01 11:30:04,574-Speed 1101.07 samples/sec   Loss 1.1557 target_logit_mean 0.0001 lma 0.6946  cos_theta_tmp 0.8157  Epoch: 9   Global Step: 150400   Required: 25 hours
Training: 2025-12-01 11:30:22,005-Speed 1101.54 samples/sec   Loss 1.1375 target_logit_mean -0.0012 lma 0.6950  cos_theta_tmp 0.8167  Epoch: 9   Global Step: 150450   Required: 25 hours
Training: 2025-12-01 11:30:39,435-Speed 1101.60 samples/sec   Loss 1.1271 target_logit_mean 0.0014 lma 0.7034  cos_theta_tmp 0.8161  Epoch: 9   Global Step: 150500   Required: 25 hours
Training: 2025-12-01 11:30:56,870-Speed 1101.28 samples/sec   Loss 1.1539 target_logit_mean -0.0013 lma 0.6990  cos_theta_tmp 0.8148  Epoch: 9   Global Step: 150550   Required: 25 hours
Training: 2025-12-01 11:31:14,301-Speed 1101.49 samples/sec   Loss 1.1683 target_logit_mean -0.0009 lma 0.6820  cos_theta_tmp 0.8189  Epoch: 9   Global Step: 150600   Required: 25 hours
Training: 2025-12-01 11:31:31,737-Speed 1101.23 samples/sec   Loss 1.1520 target_logit_mean 0.0027 lma 0.6843  cos_theta_tmp 0.8170  Epoch: 9   Global Step: 150650   Required: 25 hours
Training: 2025-12-01 11:31:49,167-Speed 1101.56 samples/sec   Loss 1.0973 target_logit_mean -0.0003 lma 0.6949  cos_theta_tmp 0.8182  Epoch: 9   Global Step: 150700   Required: 25 hours
Training: 2025-12-01 11:32:06,603-Speed 1101.24 samples/sec   Loss 1.1589 target_logit_mean 0.0004 lma 0.6863  cos_theta_tmp 0.8133  Epoch: 9   Global Step: 150750   Required: 25 hours
Training: 2025-12-01 11:32:24,037-Speed 1101.30 samples/sec   Loss 1.1937 target_logit_mean -0.0002 lma 0.6887  cos_theta_tmp 0.8099  Epoch: 9   Global Step: 150800   Required: 25 hours
Training: 2025-12-01 11:32:41,472-Speed 1101.27 samples/sec   Loss 1.1277 target_logit_mean 0.0004 lma 0.6919  cos_theta_tmp 0.8194  Epoch: 9   Global Step: 150850   Required: 25 hours
Training: 2025-12-01 11:32:58,905-Speed 1101.45 samples/sec   Loss 1.1573 target_logit_mean -0.0002 lma 0.6926  cos_theta_tmp 0.8131  Epoch: 9   Global Step: 150900   Required: 25 hours
Training: 2025-12-01 11:33:16,342-Speed 1101.11 samples/sec   Loss 1.1802 target_logit_mean 0.0004 lma 0.6890  cos_theta_tmp 0.8171  Epoch: 9   Global Step: 150950   Required: 25 hours
Training: 2025-12-01 11:33:33,770-Speed 1101.71 samples/sec   Loss 1.1363 target_logit_mean 0.0012 lma 0.6934  cos_theta_tmp 0.8168  Epoch: 9   Global Step: 151000   Required: 25 hours
Training: 2025-12-01 11:33:51,202-Speed 1101.50 samples/sec   Loss 1.1588 target_logit_mean 0.0010 lma 0.6968  cos_theta_tmp 0.8116  Epoch: 9   Global Step: 151050   Required: 25 hours
Training: 2025-12-01 11:34:08,635-Speed 1101.35 samples/sec   Loss 1.1243 target_logit_mean 0.0008 lma 0.6872  cos_theta_tmp 0.8154  Epoch: 9   Global Step: 151100   Required: 25 hours
Training: 2025-12-01 11:34:26,068-Speed 1101.38 samples/sec   Loss 1.1545 target_logit_mean 0.0008 lma 0.6888  cos_theta_tmp 0.8159  Epoch: 9   Global Step: 151150   Required: 25 hours
Training: 2025-12-01 11:34:43,502-Speed 1101.38 samples/sec   Loss 1.1350 target_logit_mean -0.0006 lma 0.6892  cos_theta_tmp 0.8123  Epoch: 9   Global Step: 151200   Required: 25 hours
Training: 2025-12-01 11:35:00,934-Speed 1101.44 samples/sec   Loss 1.1820 target_logit_mean -0.0030 lma 0.6903  cos_theta_tmp 0.8129  Epoch: 9   Global Step: 151250   Required: 25 hours
Training: 2025-12-01 11:35:18,372-Speed 1101.12 samples/sec   Loss 1.1424 target_logit_mean -0.0005 lma 0.6945  cos_theta_tmp 0.8127  Epoch: 9   Global Step: 151300   Required: 25 hours
Training: 2025-12-01 11:35:35,808-Speed 1101.20 samples/sec   Loss 1.0907 target_logit_mean 0.0003 lma 0.6858  cos_theta_tmp 0.8174  Epoch: 9   Global Step: 151350   Required: 25 hours
Training: 2025-12-01 11:35:53,242-Speed 1101.35 samples/sec   Loss 1.1349 target_logit_mean -0.0006 lma 0.6883  cos_theta_tmp 0.8164  Epoch: 9   Global Step: 151400   Required: 25 hours
Training: 2025-12-01 11:36:10,677-Speed 1101.27 samples/sec   Loss 1.1010 target_logit_mean 0.0018 lma 0.6970  cos_theta_tmp 0.8168  Epoch: 9   Global Step: 151450   Required: 25 hours
Training: 2025-12-01 11:36:28,107-Speed 1101.54 samples/sec   Loss 1.1591 target_logit_mean 0.0019 lma 0.7005  cos_theta_tmp 0.8125  Epoch: 9   Global Step: 151500   Required: 25 hours
Training: 2025-12-01 11:36:45,541-Speed 1101.37 samples/sec   Loss 1.1578 target_logit_mean -0.0021 lma 0.6961  cos_theta_tmp 0.8130  Epoch: 9   Global Step: 151550   Required: 25 hours
Training: 2025-12-01 11:37:03,014-Speed 1098.84 samples/sec   Loss 1.1422 target_logit_mean 0.0004 lma 0.6980  cos_theta_tmp 0.8138  Epoch: 9   Global Step: 151600   Required: 25 hours
Training: 2025-12-01 11:37:26,469-[lfw][151630]XNorm: 23.450980
Training: 2025-12-01 11:37:26,469-[lfw][151630]Accuracy-Flip: 0.99267+-0.00309
Training: 2025-12-01 11:37:26,469-[lfw][151630]Accuracy-Highest: 0.99367
Training: 2025-12-01 11:37:40,952-[cfp_fp][151630]XNorm: 19.368719
Training: 2025-12-01 11:37:40,952-[cfp_fp][151630]Accuracy-Flip: 0.92657+-0.01316
Training: 2025-12-01 11:37:40,952-[cfp_fp][151630]Accuracy-Highest: 0.93014
Training: 2025-12-01 11:37:55,720-[cfp_ff][151630]XNorm: 22.796851
Training: 2025-12-01 11:37:55,721-[cfp_ff][151630]Accuracy-Flip: 0.99457+-0.00246
Training: 2025-12-01 11:37:55,721-[cfp_ff][151630]Accuracy-Highest: 0.99457
Training: 2025-12-01 11:38:08,524-[agedb_30][151630]XNorm: 22.468587
Training: 2025-12-01 11:38:08,524-[agedb_30][151630]Accuracy-Flip: 0.94767+-0.01041
Training: 2025-12-01 11:38:08,524-[agedb_30][151630]Accuracy-Highest: 0.94983
Training: 2025-12-01 11:38:21,454-[calfw][151630]XNorm: 23.470957
Training: 2025-12-01 11:38:21,454-[calfw][151630]Accuracy-Flip: 0.94517+-0.00914
Training: 2025-12-01 11:38:21,454-[calfw][151630]Accuracy-Highest: 0.94767
Training: 2025-12-01 11:38:34,156-[cplfw][151630]XNorm: 19.471199
Training: 2025-12-01 11:38:34,156-[cplfw][151630]Accuracy-Flip: 0.88450+-0.01731
Training: 2025-12-01 11:38:34,156-[cplfw][151630]Accuracy-Highest: 0.88667
Training: 2025-12-01 11:38:45,196-[vgg2_fp][151630]XNorm: 19.944565
Training: 2025-12-01 11:38:45,196-[vgg2_fp][151630]Accuracy-Flip: 0.91360+-0.01065
Training: 2025-12-01 11:38:45,196-[vgg2_fp][151630]Accuracy-Highest: 0.91940
Training: 2025-12-01 11:39:10,036-Speed 151.16 samples/sec   Loss 1.1172 target_logit_mean -0.0001 lma 0.6873  cos_theta_tmp 0.8189  Epoch: 10   Global Step: 151650   Required: 25 hours
Training: 2025-12-01 11:39:27,407-Speed 1105.31 samples/sec   Loss 1.1420 target_logit_mean -0.0005 lma 0.7040  cos_theta_tmp 0.8201  Epoch: 10   Global Step: 151700   Required: 25 hours
Training: 2025-12-01 11:39:44,800-Speed 1103.91 samples/sec   Loss 1.1390 target_logit_mean -0.0005 lma 0.6982  cos_theta_tmp 0.8134  Epoch: 10   Global Step: 151750   Required: 25 hours
Training: 2025-12-01 11:40:02,225-Speed 1101.95 samples/sec   Loss 1.1166 target_logit_mean 0.0021 lma 0.6915  cos_theta_tmp 0.8164  Epoch: 10   Global Step: 151800   Required: 25 hours
Training: 2025-12-01 11:40:19,657-Speed 1101.44 samples/sec   Loss 1.1152 target_logit_mean 0.0011 lma 0.6905  cos_theta_tmp 0.8171  Epoch: 10   Global Step: 151850   Required: 25 hours
Training: 2025-12-01 11:40:37,088-Speed 1101.49 samples/sec   Loss 1.1213 target_logit_mean -0.0032 lma 0.6748  cos_theta_tmp 0.8110  Epoch: 10   Global Step: 151900   Required: 25 hours
Training: 2025-12-01 11:40:54,524-Speed 1101.25 samples/sec   Loss 1.1029 target_logit_mean -0.0010 lma 0.7049  cos_theta_tmp 0.8152  Epoch: 10   Global Step: 151950   Required: 25 hours
Training: 2025-12-01 11:41:11,955-Speed 1101.51 samples/sec   Loss 1.1061 target_logit_mean -0.0013 lma 0.6896  cos_theta_tmp 0.8130  Epoch: 10   Global Step: 152000   Required: 25 hours
Training: 2025-12-01 11:41:29,391-Speed 1101.25 samples/sec   Loss 1.1062 target_logit_mean -0.0013 lma 0.6991  cos_theta_tmp 0.8168  Epoch: 10   Global Step: 152050   Required: 25 hours
Training: 2025-12-01 11:41:46,831-Speed 1100.95 samples/sec   Loss 1.1181 target_logit_mean 0.0028 lma 0.6921  cos_theta_tmp 0.8233  Epoch: 10   Global Step: 152100   Required: 25 hours
Training: 2025-12-01 11:42:04,267-Speed 1101.18 samples/sec   Loss 1.0986 target_logit_mean -0.0033 lma 0.6886  cos_theta_tmp 0.8184  Epoch: 10   Global Step: 152150   Required: 25 hours
Training: 2025-12-01 11:42:21,702-Speed 1101.27 samples/sec   Loss 1.1091 target_logit_mean 0.0018 lma 0.6994  cos_theta_tmp 0.8156  Epoch: 10   Global Step: 152200   Required: 25 hours
Training: 2025-12-01 11:42:39,136-Speed 1101.38 samples/sec   Loss 1.1019 target_logit_mean 0.0006 lma 0.6848  cos_theta_tmp 0.8195  Epoch: 10   Global Step: 152250   Required: 25 hours
Training: 2025-12-01 11:42:56,569-Speed 1101.40 samples/sec   Loss 1.1379 target_logit_mean -0.0012 lma 0.6868  cos_theta_tmp 0.8145  Epoch: 10   Global Step: 152300   Required: 25 hours
Training: 2025-12-01 11:43:14,001-Speed 1101.45 samples/sec   Loss 1.1139 target_logit_mean 0.0007 lma 0.6929  cos_theta_tmp 0.8154  Epoch: 10   Global Step: 152350   Required: 25 hours
Training: 2025-12-01 11:43:31,437-Speed 1101.18 samples/sec   Loss 1.1595 target_logit_mean -0.0033 lma 0.6982  cos_theta_tmp 0.8147  Epoch: 10   Global Step: 152400   Required: 25 hours
Training: 2025-12-01 11:43:48,872-Speed 1101.31 samples/sec   Loss 1.1216 target_logit_mean 0.0005 lma 0.6882  cos_theta_tmp 0.8165  Epoch: 10   Global Step: 152450   Required: 25 hours
Training: 2025-12-01 11:44:06,310-Speed 1101.10 samples/sec   Loss 1.1223 target_logit_mean -0.0008 lma 0.6983  cos_theta_tmp 0.8170  Epoch: 10   Global Step: 152500   Required: 25 hours
Training: 2025-12-01 11:44:23,745-Speed 1101.25 samples/sec   Loss 1.1781 target_logit_mean -0.0020 lma 0.6774  cos_theta_tmp 0.8101  Epoch: 10   Global Step: 152550   Required: 24 hours
Training: 2025-12-01 11:44:41,179-Speed 1101.31 samples/sec   Loss 1.1041 target_logit_mean -0.0001 lma 0.6897  cos_theta_tmp 0.8098  Epoch: 10   Global Step: 152600   Required: 24 hours
Training: 2025-12-01 11:44:58,611-Speed 1101.46 samples/sec   Loss 1.1360 target_logit_mean -0.0006 lma 0.6896  cos_theta_tmp 0.8175  Epoch: 10   Global Step: 152650   Required: 24 hours
Training: 2025-12-01 11:45:16,047-Speed 1101.26 samples/sec   Loss 1.1633 target_logit_mean 0.0030 lma 0.6851  cos_theta_tmp 0.8194  Epoch: 10   Global Step: 152700   Required: 24 hours
Training: 2025-12-01 11:45:33,476-Speed 1101.65 samples/sec   Loss 1.1230 target_logit_mean -0.0052 lma 0.6880  cos_theta_tmp 0.8101  Epoch: 10   Global Step: 152750   Required: 24 hours
Training: 2025-12-01 11:45:50,906-Speed 1101.60 samples/sec   Loss 1.1682 target_logit_mean -0.0008 lma 0.6948  cos_theta_tmp 0.8191  Epoch: 10   Global Step: 152800   Required: 24 hours
Training: 2025-12-01 11:46:08,334-Speed 1101.66 samples/sec   Loss 1.1078 target_logit_mean 0.0020 lma 0.6844  cos_theta_tmp 0.8140  Epoch: 10   Global Step: 152850   Required: 24 hours
Training: 2025-12-01 11:46:25,768-Speed 1101.35 samples/sec   Loss 1.1711 target_logit_mean -0.0002 lma 0.6921  cos_theta_tmp 0.8189  Epoch: 10   Global Step: 152900   Required: 24 hours
Training: 2025-12-01 11:46:43,200-Speed 1101.49 samples/sec   Loss 1.1555 target_logit_mean 0.0007 lma 0.6970  cos_theta_tmp 0.8130  Epoch: 10   Global Step: 152950   Required: 24 hours
Training: 2025-12-01 11:47:00,633-Speed 1101.35 samples/sec   Loss 1.1494 target_logit_mean 0.0015 lma 0.6910  cos_theta_tmp 0.8206  Epoch: 10   Global Step: 153000   Required: 24 hours
Training: 2025-12-01 11:47:18,065-Speed 1101.47 samples/sec   Loss 1.1251 target_logit_mean 0.0002 lma 0.6929  cos_theta_tmp 0.8166  Epoch: 10   Global Step: 153050   Required: 24 hours
Training: 2025-12-01 11:47:35,501-Speed 1101.21 samples/sec   Loss 1.1357 target_logit_mean -0.0030 lma 0.6725  cos_theta_tmp 0.8117  Epoch: 10   Global Step: 153100   Required: 24 hours
Training: 2025-12-01 11:47:52,934-Speed 1101.43 samples/sec   Loss 1.1408 target_logit_mean 0.0015 lma 0.6786  cos_theta_tmp 0.8197  Epoch: 10   Global Step: 153150   Required: 24 hours
Training: 2025-12-01 11:48:10,363-Speed 1101.66 samples/sec   Loss 1.1427 target_logit_mean 0.0003 lma 0.6857  cos_theta_tmp 0.8096  Epoch: 10   Global Step: 153200   Required: 24 hours
Training: 2025-12-01 11:48:27,796-Speed 1101.39 samples/sec   Loss 1.1468 target_logit_mean 0.0009 lma 0.6880  cos_theta_tmp 0.8141  Epoch: 10   Global Step: 153250   Required: 24 hours
Training: 2025-12-01 11:48:45,228-Speed 1101.45 samples/sec   Loss 1.1662 target_logit_mean 0.0007 lma 0.6954  cos_theta_tmp 0.8193  Epoch: 10   Global Step: 153300   Required: 24 hours
