Training: 2025-12-11 21:57:15,474-rank_id: 0
Training: 2025-12-12 20:02:53,086-Speed 1103.18 samples/sec   Loss 0.7090 target_logit_mean 0.0074 lma 0.6999  cos_theta_tmp 0.8455 geom_penalty 0.0053 geom_weighted 0.0053 Epoch: 14   Global Step: 219900   Required: 18 hours
Training: 2025-12-12 20:03:10,476-Speed 1104.12 samples/sec   Loss 0.7504 target_logit_mean 0.0049 lma 0.7036  cos_theta_tmp 0.8487 geom_penalty 0.0053 geom_weighted 0.0053 Epoch: 14   Global Step: 219950   Required: 17 hours
Training: 2025-12-12 20:03:27,884-Speed 1103.00 samples/sec   Loss 0.7561 target_logit_mean 0.0043 lma 0.6994  cos_theta_tmp 0.8518 geom_penalty 0.0028 geom_weighted 0.0028 Epoch: 14   Global Step: 220000   Required: 17 hours
Training: 2025-12-12 20:03:45,275-Speed 1104.04 samples/sec   Loss 0.7607 target_logit_mean 0.0033 lma 0.6887  cos_theta_tmp 0.8434 geom_penalty 0.0034 geom_weighted 0.0034 Epoch: 14   Global Step: 220050   Required: 17 hours
Training: 2025-12-12 20:04:02,684-Speed 1102.95 samples/sec   Loss 0.7520 target_logit_mean 0.0031 lma 0.6956  cos_theta_tmp 0.8460 geom_penalty 0.0062 geom_weighted 0.0062 Epoch: 14   Global Step: 220100   Required: 17 hours
Training: 2025-12-12 20:04:20,074-Speed 1104.11 samples/sec   Loss 0.7904 target_logit_mean 0.0047 lma 0.6878  cos_theta_tmp 0.8444 geom_penalty 0.0048 geom_weighted 0.0048 Epoch: 14   Global Step: 220150   Required: 17 hours
Training: 2025-12-12 20:04:37,481-Speed 1103.08 samples/sec   Loss 0.7372 target_logit_mean 0.0025 lma 0.6853  cos_theta_tmp 0.8451 geom_penalty 0.0023 geom_weighted 0.0023 Epoch: 14   Global Step: 220200   Required: 17 hours
Training: 2025-12-12 20:04:54,888-Speed 1103.07 samples/sec   Loss 0.7446 target_logit_mean 0.0028 lma 0.6852  cos_theta_tmp 0.8433 geom_penalty 0.0042 geom_weighted 0.0042 Epoch: 14   Global Step: 220250   Required: 17 hours
Training: 2025-12-12 20:05:12,284-Speed 1103.73 samples/sec   Loss 0.7543 target_logit_mean 0.0066 lma 0.6932  cos_theta_tmp 0.8467 geom_penalty 0.0052 geom_weighted 0.0052 Epoch: 14   Global Step: 220300   Required: 17 hours
Training: 2025-12-12 20:05:29,692-Speed 1103.03 samples/sec   Loss 0.7551 target_logit_mean 0.0059 lma 0.6898  cos_theta_tmp 0.8446 geom_penalty 0.0064 geom_weighted 0.0064 Epoch: 14   Global Step: 220350   Required: 17 hours
Training: 2025-12-12 20:05:47,083-Speed 1104.04 samples/sec   Loss 0.7329 target_logit_mean 0.0056 lma 0.6947  cos_theta_tmp 0.8453 geom_penalty 0.0045 geom_weighted 0.0045 Epoch: 14   Global Step: 220400   Required: 17 hours
Training: 2025-12-12 20:06:04,489-Speed 1103.13 samples/sec   Loss 0.7776 target_logit_mean 0.0054 lma 0.6994  cos_theta_tmp 0.8445 geom_penalty 0.0053 geom_weighted 0.0053 Epoch: 14   Global Step: 220450   Required: 17 hours
Training: 2025-12-12 20:06:21,879-Speed 1104.10 samples/sec   Loss 0.7718 target_logit_mean 0.0063 lma 0.6929  cos_theta_tmp 0.8506 geom_penalty 0.0026 geom_weighted 0.0026 Epoch: 14   Global Step: 220500   Required: 17 hours
Training: 2025-12-12 20:06:39,283-Speed 1103.26 samples/sec   Loss 0.7298 target_logit_mean 0.0033 lma 0.6882  cos_theta_tmp 0.8452 geom_penalty 0.0025 geom_weighted 0.0025 Epoch: 14   Global Step: 220550   Required: 17 hours
Training: 2025-12-12 20:06:56,690-Speed 1103.08 samples/sec   Loss 0.7709 target_logit_mean 0.0108 lma 0.6995  cos_theta_tmp 0.8486 geom_penalty 0.0085 geom_weighted 0.0085 Epoch: 14   Global Step: 220600   Required: 17 hours
Training: 2025-12-12 20:07:14,078-Speed 1104.24 samples/sec   Loss 0.7564 target_logit_mean 0.0048 lma 0.6917  cos_theta_tmp 0.8473 geom_penalty 0.0042 geom_weighted 0.0042 Epoch: 14   Global Step: 220650   Required: 17 hours
Training: 2025-12-12 20:07:31,484-Speed 1103.13 samples/sec   Loss 0.7472 target_logit_mean 0.0024 lma 0.7026  cos_theta_tmp 0.8478 geom_penalty 0.0039 geom_weighted 0.0039 Epoch: 14   Global Step: 220700   Required: 17 hours
Training: 2025-12-12 20:07:48,874-Speed 1104.16 samples/sec   Loss 0.7585 target_logit_mean 0.0056 lma 0.6897  cos_theta_tmp 0.8428 geom_penalty 0.0053 geom_weighted 0.0053 Epoch: 14   Global Step: 220750   Required: 17 hours
Training: 2025-12-12 20:08:06,285-Speed 1102.84 samples/sec   Loss 0.7421 target_logit_mean 0.0083 lma 0.6911  cos_theta_tmp 0.8479 geom_penalty 0.0069 geom_weighted 0.0069 Epoch: 14   Global Step: 220800   Required: 17 hours
Training: 2025-12-12 20:08:23,692-Speed 1103.06 samples/sec   Loss 0.7747 target_logit_mean 0.0045 lma 0.6958  cos_theta_tmp 0.8481 geom_penalty 0.0026 geom_weighted 0.0026 Epoch: 14   Global Step: 220850   Required: 17 hours
Training: 2025-12-12 20:08:41,088-Speed 1103.74 samples/sec   Loss 0.7750 target_logit_mean 0.0019 lma 0.6956  cos_theta_tmp 0.8448 geom_penalty 0.0037 geom_weighted 0.0037 Epoch: 14   Global Step: 220900   Required: 17 hours
Training: 2025-12-12 20:08:58,492-Speed 1103.27 samples/sec   Loss 0.7330 target_logit_mean 0.0076 lma 0.6946  cos_theta_tmp 0.8445 geom_penalty 0.0084 geom_weighted 0.0084 Epoch: 14   Global Step: 220950   Required: 17 hours
Training: 2025-12-12 20:09:15,884-Speed 1104.02 samples/sec   Loss 0.7386 target_logit_mean 0.0058 lma 0.7026  cos_theta_tmp 0.8479 geom_penalty 0.0043 geom_weighted 0.0043 Epoch: 14   Global Step: 221000   Required: 17 hours
Training: 2025-12-12 20:09:33,289-Speed 1103.14 samples/sec   Loss 0.7660 target_logit_mean 0.0054 lma 0.7038  cos_theta_tmp 0.8432 geom_penalty 0.0093 geom_weighted 0.0093 Epoch: 14   Global Step: 221050   Required: 17 hours
Training: 2025-12-12 20:09:50,679-Speed 1104.13 samples/sec   Loss 0.7294 target_logit_mean 0.0057 lma 0.6910  cos_theta_tmp 0.8434 geom_penalty 0.0053 geom_weighted 0.0053 Epoch: 14   Global Step: 221100   Required: 17 hours
Training: 2025-12-12 20:10:08,083-Speed 1103.23 samples/sec   Loss 0.7729 target_logit_mean 0.0090 lma 0.6918  cos_theta_tmp 0.8434 geom_penalty 0.0083 geom_weighted 0.0083 Epoch: 14   Global Step: 221150   Required: 17 hours
Training: 2025-12-12 20:10:25,488-Speed 1103.17 samples/sec   Loss 0.7473 target_logit_mean 0.0078 lma 0.6930  cos_theta_tmp 0.8483 geom_penalty 0.0071 geom_weighted 0.0071 Epoch: 14   Global Step: 221200   Required: 17 hours
Training: 2025-12-12 20:10:42,882-Speed 1103.90 samples/sec   Loss 0.7727 target_logit_mean 0.0001 lma 0.6877  cos_theta_tmp 0.8420 geom_penalty 0.0038 geom_weighted 0.0038 Epoch: 14   Global Step: 221250   Required: 17 hours
Training: 2025-12-12 20:11:00,289-Speed 1103.06 samples/sec   Loss 0.7421 target_logit_mean 0.0033 lma 0.6852  cos_theta_tmp 0.8474 geom_penalty 0.0043 geom_weighted 0.0043 Epoch: 14   Global Step: 221300   Required: 17 hours
Training: 2025-12-12 20:11:17,680-Speed 1104.05 samples/sec   Loss 0.7444 target_logit_mean 0.0041 lma 0.6944  cos_theta_tmp 0.8438 geom_penalty 0.0042 geom_weighted 0.0042 Epoch: 14   Global Step: 221350   Required: 17 hours
Training: 2025-12-12 20:11:35,088-Speed 1102.96 samples/sec   Loss 0.7620 target_logit_mean 0.0025 lma 0.6883  cos_theta_tmp 0.8453 geom_penalty 0.0034 geom_weighted 0.0034 Epoch: 14   Global Step: 221400   Required: 17 hours
Training: 2025-12-12 20:11:52,483-Speed 1103.83 samples/sec   Loss 0.7714 target_logit_mean 0.0068 lma 0.6897  cos_theta_tmp 0.8446 geom_penalty 0.0063 geom_weighted 0.0063 Epoch: 14   Global Step: 221450   Required: 17 hours
Training: 2025-12-12 20:12:09,882-Speed 1103.57 samples/sec   Loss 0.7635 target_logit_mean 0.0061 lma 0.6966  cos_theta_tmp 0.8485 geom_penalty 0.0055 geom_weighted 0.0055 Epoch: 14   Global Step: 221500   Required: 17 hours
Training: 2025-12-12 20:12:27,288-Speed 1103.13 samples/sec   Loss 0.7353 target_logit_mean 0.0073 lma 0.6957  cos_theta_tmp 0.8472 geom_penalty 0.0071 geom_weighted 0.0071 Epoch: 14   Global Step: 221550   Required: 17 hours
Training: 2025-12-12 20:12:44,678-Speed 1104.12 samples/sec   Loss 0.7446 target_logit_mean 0.0065 lma 0.6984  cos_theta_tmp 0.8442 geom_penalty 0.0052 geom_weighted 0.0052 Epoch: 14   Global Step: 221600   Required: 17 hours
Training: 2025-12-12 20:13:02,081-Speed 1103.32 samples/sec   Loss 0.7521 target_logit_mean 0.0065 lma 0.6932  cos_theta_tmp 0.8435 geom_penalty 0.0071 geom_weighted 0.0071 Epoch: 14   Global Step: 221650   Required: 17 hours
Training: 2025-12-12 20:13:19,472-Speed 1104.04 samples/sec   Loss 0.7447 target_logit_mean 0.0047 lma 0.7000  cos_theta_tmp 0.8519 geom_penalty 0.0048 geom_weighted 0.0048 Epoch: 14   Global Step: 221700   Required: 17 hours
Training: 2025-12-12 20:13:36,878-Speed 1103.12 samples/sec   Loss 0.7398 target_logit_mean 0.0004 lma 0.6756  cos_theta_tmp 0.8452 geom_penalty 0.0034 geom_weighted 0.0034 Epoch: 14   Global Step: 221750   Required: 17 hours
Training: 2025-12-12 20:13:54,287-Speed 1102.97 samples/sec   Loss 0.7464 target_logit_mean 0.0062 lma 0.7042  cos_theta_tmp 0.8492 geom_penalty 0.0045 geom_weighted 0.0045 Epoch: 14   Global Step: 221800   Required: 17 hours
Training: 2025-12-12 20:14:11,677-Speed 1104.10 samples/sec   Loss 0.7769 target_logit_mean 0.0018 lma 0.6924  cos_theta_tmp 0.8470 geom_penalty 0.0027 geom_weighted 0.0027 Epoch: 14   Global Step: 221850   Required: 17 hours
Training: 2025-12-12 20:14:29,085-Speed 1103.01 samples/sec   Loss 0.7668 target_logit_mean 0.0047 lma 0.6947  cos_theta_tmp 0.8479 geom_penalty 0.0063 geom_weighted 0.0063 Epoch: 14   Global Step: 221900   Required: 17 hours
Training: 2025-12-12 20:14:46,480-Speed 1103.80 samples/sec   Loss 0.7398 target_logit_mean 0.0050 lma 0.6944  cos_theta_tmp 0.8488 geom_penalty 0.0032 geom_weighted 0.0032 Epoch: 14   Global Step: 221950   Required: 17 hours
Training: 2025-12-12 20:15:03,889-Speed 1102.92 samples/sec   Loss 0.7630 target_logit_mean 0.0065 lma 0.6948  cos_theta_tmp 0.8459 geom_penalty 0.0052 geom_weighted 0.0052 Epoch: 14   Global Step: 222000   Required: 17 hours
Training: 2025-12-12 20:15:21,287-Speed 1103.62 samples/sec   Loss 0.7370 target_logit_mean 0.0035 lma 0.6998  cos_theta_tmp 0.8479 geom_penalty 0.0027 geom_weighted 0.0027 Epoch: 14   Global Step: 222050   Required: 17 hours
Training: 2025-12-12 20:15:38,693-Speed 1103.16 samples/sec   Loss 0.7664 target_logit_mean 0.0091 lma 0.6926  cos_theta_tmp 0.8474 geom_penalty 0.0073 geom_weighted 0.0073 Epoch: 14   Global Step: 222100   Required: 17 hours
Training: 2025-12-12 20:15:56,100-Speed 1103.03 samples/sec   Loss 0.7281 target_logit_mean 0.0049 lma 0.7042  cos_theta_tmp 0.8461 geom_penalty 0.0043 geom_weighted 0.0043 Epoch: 14   Global Step: 222150   Required: 17 hours
Training: 2025-12-12 20:16:13,496-Speed 1103.73 samples/sec   Loss 0.7907 target_logit_mean 0.0068 lma 0.6988  cos_theta_tmp 0.8482 geom_penalty 0.0075 geom_weighted 0.0075 Epoch: 14   Global Step: 222200   Required: 17 hours
Training: 2025-12-12 20:16:30,911-Speed 1102.57 samples/sec   Loss 0.7308 target_logit_mean 0.0071 lma 0.6970  cos_theta_tmp 0.8485 geom_penalty 0.0059 geom_weighted 0.0059 Epoch: 14   Global Step: 222250   Required: 17 hours
Training: 2025-12-12 20:16:48,302-Speed 1104.06 samples/sec   Loss 0.7400 target_logit_mean 0.0032 lma 0.6922  cos_theta_tmp 0.8454 geom_penalty 0.0031 geom_weighted 0.0031 Epoch: 14   Global Step: 222300   Required: 17 hours
Training: 2025-12-12 20:17:05,712-Speed 1102.90 samples/sec   Loss 0.7786 target_logit_mean 0.0080 lma 0.6975  cos_theta_tmp 0.8472 geom_penalty 0.0071 geom_weighted 0.0071 Epoch: 14   Global Step: 222350   Required: 17 hours
Training: 2025-12-12 20:17:23,118-Speed 1103.06 samples/sec   Loss 0.7890 target_logit_mean 0.0020 lma 0.6686  cos_theta_tmp 0.8417 geom_penalty 0.0044 geom_weighted 0.0044 Epoch: 14   Global Step: 222400   Required: 17 hours
Training: 2025-12-12 20:17:40,515-Speed 1103.73 samples/sec   Loss 0.7604 target_logit_mean 0.0058 lma 0.7046  cos_theta_tmp 0.8510 geom_penalty 0.0036 geom_weighted 0.0036 Epoch: 14   Global Step: 222450   Required: 17 hours
Training: 2025-12-12 20:17:57,924-Speed 1102.93 samples/sec   Loss 0.7602 target_logit_mean 0.0051 lma 0.7019  cos_theta_tmp 0.8483 geom_penalty 0.0043 geom_weighted 0.0043 Epoch: 14   Global Step: 222500   Required: 17 hours
Training: 2025-12-12 20:18:15,318-Speed 1103.87 samples/sec   Loss 0.7346 target_logit_mean 0.0073 lma 0.6977  cos_theta_tmp 0.8475 geom_penalty 0.0052 geom_weighted 0.0052 Epoch: 14   Global Step: 222550   Required: 17 hours
Training: 2025-12-12 20:18:32,725-Speed 1103.05 samples/sec   Loss 0.8005 target_logit_mean 0.0071 lma 0.6891  cos_theta_tmp 0.8492 geom_penalty 0.0065 geom_weighted 0.0065 Epoch: 14   Global Step: 222600   Required: 17 hours
Training: 2025-12-12 20:18:50,116-Speed 1104.07 samples/sec   Loss 0.7430 target_logit_mean 0.0036 lma 0.6901  cos_theta_tmp 0.8472 geom_penalty 0.0029 geom_weighted 0.0029 Epoch: 14   Global Step: 222650   Required: 17 hours
Training: 2025-12-12 20:19:07,519-Speed 1103.27 samples/sec   Loss 0.7605 target_logit_mean 0.0040 lma 0.6901  cos_theta_tmp 0.8489 geom_penalty 0.0045 geom_weighted 0.0045 Epoch: 14   Global Step: 222700   Required: 17 hours
Training: 2025-12-12 20:19:24,931-Speed 1102.78 samples/sec   Loss 0.7801 target_logit_mean 0.0074 lma 0.6998  cos_theta_tmp 0.8469 geom_penalty 0.0066 geom_weighted 0.0066 Epoch: 14   Global Step: 222750   Required: 17 hours
Training: 2025-12-12 20:19:42,327-Speed 1103.76 samples/sec   Loss 0.7736 target_logit_mean 0.0031 lma 0.6863  cos_theta_tmp 0.8477 geom_penalty 0.0034 geom_weighted 0.0034 Epoch: 14   Global Step: 222800   Required: 17 hours
Training: 2025-12-12 20:19:59,731-Speed 1103.22 samples/sec   Loss 0.7645 target_logit_mean 0.0026 lma 0.6885  cos_theta_tmp 0.8445 geom_penalty 0.0057 geom_weighted 0.0057 Epoch: 14   Global Step: 222850   Required: 17 hours
Training: 2025-12-12 20:20:17,123-Speed 1104.03 samples/sec   Loss 0.7347 target_logit_mean 0.0078 lma 0.7076  cos_theta_tmp 0.8491 geom_penalty 0.0065 geom_weighted 0.0065 Epoch: 14   Global Step: 222900   Required: 17 hours
Training: 2025-12-12 20:20:34,530-Speed 1103.02 samples/sec   Loss 0.7605 target_logit_mean 0.0045 lma 0.6872  cos_theta_tmp 0.8453 geom_penalty 0.0051 geom_weighted 0.0051 Epoch: 14   Global Step: 222950   Required: 17 hours
Training: 2025-12-12 20:20:51,923-Speed 1103.93 samples/sec   Loss 0.7405 target_logit_mean 0.0032 lma 0.6946  cos_theta_tmp 0.8469 geom_penalty 0.0029 geom_weighted 0.0029 Epoch: 14   Global Step: 223000   Required: 17 hours
Training: 2025-12-12 20:21:09,329-Speed 1103.12 samples/sec   Loss 0.7201 target_logit_mean 0.0058 lma 0.7009  cos_theta_tmp 0.8468 geom_penalty 0.0057 geom_weighted 0.0057 Epoch: 14   Global Step: 223050   Required: 17 hours
Training: 2025-12-12 20:21:26,737-Speed 1103.01 samples/sec   Loss 0.7190 target_logit_mean 0.0059 lma 0.6999  cos_theta_tmp 0.8474 geom_penalty 0.0065 geom_weighted 0.0065 Epoch: 14   Global Step: 223100   Required: 17 hours
Training: 2025-12-12 20:21:44,128-Speed 1104.02 samples/sec   Loss 0.7681 target_logit_mean 0.0035 lma 0.6900  cos_theta_tmp 0.8469 geom_penalty 0.0043 geom_weighted 0.0043 Epoch: 14   Global Step: 223150   Required: 17 hours
Training: 2025-12-12 20:22:01,537-Speed 1102.94 samples/sec   Loss 0.7370 target_logit_mean 0.0089 lma 0.7102  cos_theta_tmp 0.8478 geom_penalty 0.0096 geom_weighted 0.0096 Epoch: 14   Global Step: 223200   Required: 17 hours
Training: 2025-12-12 20:22:18,928-Speed 1104.09 samples/sec   Loss 0.7447 target_logit_mean 0.0082 lma 0.6995  cos_theta_tmp 0.8477 geom_penalty 0.0083 geom_weighted 0.0083 Epoch: 14   Global Step: 223250   Required: 17 hours
Training: 2025-12-12 20:22:36,330-Speed 1103.41 samples/sec   Loss 0.7532 target_logit_mean 0.0026 lma 0.6855  cos_theta_tmp 0.8453 geom_penalty 0.0035 geom_weighted 0.0035 Epoch: 14   Global Step: 223300   Required: 17 hours
Training: 2025-12-12 20:22:53,736-Speed 1103.09 samples/sec   Loss 0.7337 target_logit_mean 0.0065 lma 0.6989  cos_theta_tmp 0.8433 geom_penalty 0.0071 geom_weighted 0.0071 Epoch: 14   Global Step: 223350   Required: 17 hours
Training: 2025-12-12 20:23:11,125-Speed 1104.21 samples/sec   Loss 0.7270 target_logit_mean 0.0034 lma 0.6933  cos_theta_tmp 0.8447 geom_penalty 0.0048 geom_weighted 0.0048 Epoch: 14   Global Step: 223400   Required: 17 hours
Training: 2025-12-12 20:23:28,526-Speed 1103.42 samples/sec   Loss 0.7441 target_logit_mean 0.0052 lma 0.7007  cos_theta_tmp 0.8449 geom_penalty 0.0049 geom_weighted 0.0049 Epoch: 14   Global Step: 223450   Required: 17 hours
Training: 2025-12-12 20:23:45,924-Speed 1103.62 samples/sec   Loss 0.7516 target_logit_mean 0.0036 lma 0.6934  cos_theta_tmp 0.8472 geom_penalty 0.0028 geom_weighted 0.0028 Epoch: 14   Global Step: 223500   Required: 17 hours
Training: 2025-12-12 20:24:03,328-Speed 1103.27 samples/sec   Loss 0.7440 target_logit_mean 0.0020 lma 0.6905  cos_theta_tmp 0.8437 geom_penalty 0.0036 geom_weighted 0.0036 Epoch: 14   Global Step: 223550   Required: 17 hours
Training: 2025-12-12 20:24:20,722-Speed 1103.85 samples/sec   Loss 0.7313 target_logit_mean 0.0051 lma 0.6944  cos_theta_tmp 0.8479 geom_penalty 0.0018 geom_weighted 0.0018 Epoch: 14   Global Step: 223600   Required: 17 hours
Training: 2025-12-12 20:24:38,134-Speed 1102.77 samples/sec   Loss 0.7409 target_logit_mean 0.0052 lma 0.6918  cos_theta_tmp 0.8454 geom_penalty 0.0051 geom_weighted 0.0051 Epoch: 14   Global Step: 223650   Required: 17 hours
Training: 2025-12-12 20:24:55,542-Speed 1102.98 samples/sec   Loss 0.7367 target_logit_mean 0.0002 lma 0.6927  cos_theta_tmp 0.8460 geom_penalty 0.0026 geom_weighted 0.0026 Epoch: 14   Global Step: 223700   Required: 17 hours
Training: 2025-12-12 20:25:12,941-Speed 1103.53 samples/sec   Loss 0.7568 target_logit_mean 0.0067 lma 0.6942  cos_theta_tmp 0.8495 geom_penalty 0.0037 geom_weighted 0.0037 Epoch: 14   Global Step: 223750   Required: 17 hours
Training: 2025-12-12 20:25:30,350-Speed 1102.93 samples/sec   Loss 0.7692 target_logit_mean 0.0111 lma 0.6968  cos_theta_tmp 0.8495 geom_penalty 0.0088 geom_weighted 0.0088 Epoch: 14   Global Step: 223800   Required: 17 hours
Training: 2025-12-12 20:25:47,746-Speed 1103.74 samples/sec   Loss 0.7704 target_logit_mean 0.0050 lma 0.6901  cos_theta_tmp 0.8443 geom_penalty 0.0044 geom_weighted 0.0044 Epoch: 14   Global Step: 223850   Required: 17 hours
Training: 2025-12-12 20:26:05,156-Speed 1102.87 samples/sec   Loss 0.7618 target_logit_mean 0.0018 lma 0.6893  cos_theta_tmp 0.8453 geom_penalty 0.0025 geom_weighted 0.0025 Epoch: 14   Global Step: 223900   Required: 17 hours
Training: 2025-12-12 20:26:22,551-Speed 1103.83 samples/sec   Loss 0.7284 target_logit_mean 0.0064 lma 0.7063  cos_theta_tmp 0.8439 geom_penalty 0.0054 geom_weighted 0.0054 Epoch: 14   Global Step: 223950   Required: 17 hours
Training: 2025-12-12 20:26:39,954-Speed 1103.30 samples/sec   Loss 0.7613 target_logit_mean 0.0047 lma 0.6908  cos_theta_tmp 0.8435 geom_penalty 0.0059 geom_weighted 0.0059 Epoch: 14   Global Step: 224000   Required: 17 hours
Training: 2025-12-12 20:26:57,356-Speed 1103.41 samples/sec   Loss 0.7529 target_logit_mean 0.0058 lma 0.6961  cos_theta_tmp 0.8462 geom_penalty 0.0044 geom_weighted 0.0044 Epoch: 14   Global Step: 224050   Required: 17 hours
Training: 2025-12-12 20:27:14,753-Speed 1103.69 samples/sec   Loss 0.7599 target_logit_mean 0.0071 lma 0.6867  cos_theta_tmp 0.8433 geom_penalty 0.0079 geom_weighted 0.0079 Epoch: 14   Global Step: 224100   Required: 17 hours
Training: 2025-12-12 20:27:32,158-Speed 1103.15 samples/sec   Loss 0.7610 target_logit_mean 0.0028 lma 0.6887  cos_theta_tmp 0.8402 geom_penalty 0.0051 geom_weighted 0.0051 Epoch: 14   Global Step: 224150   Required: 17 hours
Training: 2025-12-12 20:27:49,557-Speed 1103.62 samples/sec   Loss 0.7495 target_logit_mean 0.0037 lma 0.6884  cos_theta_tmp 0.8441 geom_penalty 0.0034 geom_weighted 0.0034 Epoch: 14   Global Step: 224200   Required: 17 hours
Training: 2025-12-12 20:28:06,961-Speed 1103.21 samples/sec   Loss 0.7471 target_logit_mean 0.0045 lma 0.6965  cos_theta_tmp 0.8459 geom_penalty 0.0050 geom_weighted 0.0050 Epoch: 14   Global Step: 224250   Required: 17 hours
Training: 2025-12-12 20:28:24,366-Speed 1103.21 samples/sec   Loss 0.7492 target_logit_mean 0.0083 lma 0.6904  cos_theta_tmp 0.8463 geom_penalty 0.0060 geom_weighted 0.0060 Epoch: 14   Global Step: 224300   Required: 17 hours
Training: 2025-12-12 20:28:41,753-Speed 1104.29 samples/sec   Loss 0.7418 target_logit_mean 0.0086 lma 0.6966  cos_theta_tmp 0.8431 geom_penalty 0.0098 geom_weighted 0.0098 Epoch: 14   Global Step: 224350   Required: 17 hours
Training: 2025-12-12 20:28:59,158-Speed 1103.23 samples/sec   Loss 0.7472 target_logit_mean 0.0060 lma 0.6939  cos_theta_tmp 0.8438 geom_penalty 0.0064 geom_weighted 0.0064 Epoch: 14   Global Step: 224400   Required: 17 hours
Training: 2025-12-12 20:29:16,554-Speed 1103.71 samples/sec   Loss 0.7656 target_logit_mean 0.0034 lma 0.6880  cos_theta_tmp 0.8435 geom_penalty 0.0029 geom_weighted 0.0029 Epoch: 14   Global Step: 224450   Required: 17 hours
Training: 2025-12-12 20:29:33,961-Speed 1103.09 samples/sec   Loss 0.7920 target_logit_mean 0.0063 lma 0.6917  cos_theta_tmp 0.8456 geom_penalty 0.0065 geom_weighted 0.0065 Epoch: 14   Global Step: 224500   Required: 17 hours
Training: 2025-12-12 20:29:51,352-Speed 1104.01 samples/sec   Loss 0.7593 target_logit_mean 0.0052 lma 0.6970  cos_theta_tmp 0.8490 geom_penalty 0.0034 geom_weighted 0.0034 Epoch: 14   Global Step: 224550   Required: 17 hours
Training: 2025-12-12 20:30:08,759-Speed 1103.06 samples/sec   Loss 0.7726 target_logit_mean 0.0067 lma 0.7005  cos_theta_tmp 0.8456 geom_penalty 0.0050 geom_weighted 0.0050 Epoch: 14   Global Step: 224600   Required: 17 hours
Training: 2025-12-12 20:30:26,163-Speed 1103.26 samples/sec   Loss 0.7571 target_logit_mean 0.0065 lma 0.6897  cos_theta_tmp 0.8478 geom_penalty 0.0050 geom_weighted 0.0050 Epoch: 14   Global Step: 224650   Required: 17 hours
Training: 2025-12-12 20:30:43,557-Speed 1103.87 samples/sec   Loss 0.7656 target_logit_mean 0.0089 lma 0.6940  cos_theta_tmp 0.8463 geom_penalty 0.0080 geom_weighted 0.0080 Epoch: 14   Global Step: 224700   Required: 17 hours
Training: 2025-12-12 20:31:00,965-Speed 1102.97 samples/sec   Loss 0.7457 target_logit_mean 0.0066 lma 0.6930  cos_theta_tmp 0.8491 geom_penalty 0.0042 geom_weighted 0.0042 Epoch: 14   Global Step: 224750   Required: 17 hours
Training: 2025-12-12 20:31:18,359-Speed 1103.95 samples/sec   Loss 0.7549 target_logit_mean 0.0038 lma 0.6961  cos_theta_tmp 0.8470 geom_penalty 0.0048 geom_weighted 0.0048 Epoch: 14   Global Step: 224800   Required: 17 hours
Training: 2025-12-12 20:31:35,766-Speed 1103.04 samples/sec   Loss 0.7285 target_logit_mean 0.0022 lma 0.6848  cos_theta_tmp 0.8415 geom_penalty 0.0046 geom_weighted 0.0046 Epoch: 14   Global Step: 224850   Required: 17 hours
Training: 2025-12-12 20:31:53,159-Speed 1103.94 samples/sec   Loss 0.7205 target_logit_mean 0.0058 lma 0.6984  cos_theta_tmp 0.8458 geom_penalty 0.0050 geom_weighted 0.0050 Epoch: 14   Global Step: 224900   Required: 17 hours
Training: 2025-12-12 20:32:10,562-Speed 1103.29 samples/sec   Loss 0.7577 target_logit_mean 0.0052 lma 0.6853  cos_theta_tmp 0.8482 geom_penalty 0.0068 geom_weighted 0.0068 Epoch: 14   Global Step: 224950   Required: 17 hours
Training: 2025-12-12 20:32:27,965-Speed 1103.32 samples/sec   Loss 0.7287 target_logit_mean 0.0057 lma 0.7016  cos_theta_tmp 0.8472 geom_penalty 0.0047 geom_weighted 0.0047 Epoch: 14   Global Step: 225000   Required: 17 hours
Training: 2025-12-12 20:32:45,353-Speed 1104.24 samples/sec   Loss 0.7571 target_logit_mean 0.0027 lma 0.6763  cos_theta_tmp 0.8422 geom_penalty 0.0016 geom_weighted 0.0016 Epoch: 14   Global Step: 225050   Required: 17 hours
Training: 2025-12-12 20:33:02,760-Speed 1103.10 samples/sec   Loss 0.7597 target_logit_mean 0.0037 lma 0.6901  cos_theta_tmp 0.8402 geom_penalty 0.0037 geom_weighted 0.0037 Epoch: 14   Global Step: 225100   Required: 17 hours
Training: 2025-12-12 20:33:20,154-Speed 1103.84 samples/sec   Loss 0.7372 target_logit_mean 0.0050 lma 0.6943  cos_theta_tmp 0.8466 geom_penalty 0.0048 geom_weighted 0.0048 Epoch: 14   Global Step: 225150   Required: 17 hours
Training: 2025-12-12 20:33:37,558-Speed 1103.29 samples/sec   Loss 0.7417 target_logit_mean 0.0065 lma 0.6991  cos_theta_tmp 0.8431 geom_penalty 0.0066 geom_weighted 0.0066 Epoch: 14   Global Step: 225200   Required: 17 hours
Training: 2025-12-12 20:33:54,956-Speed 1103.61 samples/sec   Loss 0.7665 target_logit_mean 0.0047 lma 0.6967  cos_theta_tmp 0.8456 geom_penalty 0.0059 geom_weighted 0.0059 Epoch: 14   Global Step: 225250   Required: 17 hours
